ID,LONGITUDE,LATITUDE,NOM_INTERSECTION,SIGNALISATION
100137,-71.23734503300706,46.84381480803377,"Aulnes, Rue des    /   De La Colombière Est, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100138,-71.23931005125095,46.84464779041643,"Aulnes, Rue des    /   Sapinière-Dorion Est, Rue de la    --   Québec",Aucun contrôle
100139,-71.35226645613284,46.8379878287413,"Aumier, Avenue    /   Blain, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100140,-71.21303348252333,46.81351912946762,"D'Auteuil, Rue    /   Elgin, Rue    --   Québec",Aucun contrôle
100141,-71.21292607441353,46.81319136691444,"D'Auteuil, Rue    /   McWilliam, Rue    --   Québec",Aucun contrôle
100142,-71.21230654217128,46.8120201231084,"D'Auteuil, Rue    /   Dauphine, Rue    --   Québec",Arrêts obligatoires au sud et à l'est (signalisation spéciale)
100143,-71.21194294397706,46.81164899863999,"D'Auteuil, Rue    /   Esplanade, Stationnement de l'    /   Sainte-Anne, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100144,-71.21067770662266,46.810528505759,"D'Auteuil, Rue    /   Ursulines, Ruelle des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100145,-71.20906287040137,46.80946710334802,"D'Auteuil, Rue    /   Saint-Denis, Avenue    /   Sainte-Geneviève, Avenue    --   Québec",Cédez seulement
100146,-71.34911275995827,46.828656885722026,"Auvergne, Boulevard de l' ( Côté Nord )   /   Siméon-Drolet, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100147,-71.35351046383064,46.82551586609448,"Auvergne, Boulevard de l' ( Côté Nord )   /   Armand-Viau Nord, Rue ( Côté Est )   --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche
100148,-71.3579875501116,46.82496039382716,"Auvergne, Boulevard de l' ( Côté Sud )   /   Carrefour Neufchâtel, Stationnement    /   Point-du-Jour, Rue du    --   Québec",Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Phase de virage à ga.
100151,-71.32635369858967,46.81776472881002,"Armand-Viau, Rue    /   Aut. 40 Ouest, 73 Sud, Montréal, Bretelle    /   Boul. Masson, Sortie 308, Bretelle    --   Québec",Aucun contrôle
100153,-71.34034566018711,46.8160334030984,"Armand-Viau, Rue    /   Roland-Bédard, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100154,-71.36332924734467,46.83941135484955,"Avignon, Rue d'    /   De La Cardonnière, Rue    --   Québec",Arrêts obligatoires sur la rue sud-nord
100155,-71.36432079629442,46.839192915409406,"Avignon, Rue d'    /   Vanier, Rue    --   Québec",Arrêts obligatoires sur toutes les approches
100156,-71.36606194603901,46.83903581193274,"Avignon, Rue d'    /   Bivilliers, Rue de    --   Québec",Arrêts obligatoires sur toutes les approches
100157,-71.3672657750281,46.8388917509489,"Avignon, Rue d'    /   Limoges, Rue de    --   Québec",Arrêts obligatoires sur la rue sud-nord
100158,-71.2285797996118,46.82157154432845,"1re, Avenue    /   4e, Rue ( Côté Nord )   --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100159,-71.22942120363433,46.82216632543122,"1re, Avenue    /   5e, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100160,-71.23030455131831,46.82266320386403,"1re, Avenue    /   6e, Rue    --   Québec",Signaux lumineux
100161,-71.23120964489381,46.82321221454087,"1re, Avenue    /   7e, Rue    --   Québec",Aucun contrôle
100162,-71.2319051701825,46.82382520916421,"1re, Avenue    /   Anderson, Passage    /   8e, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100163,-71.23250181668695,46.82446537169661,"1re, Avenue    /   9e, Rue    --   Québec",Aucun contrôle
100164,-71.23307852813721,46.825113440614665,"1re, Avenue    /   10e, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100165,-71.23322401122599,46.82527513639457,"1re, Avenue    /   Jacques-Cartier, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche
100166,-71.2336677930664,46.8257583313412,"1re, Avenue    /   11e, Rue    --   Québec",Aucun contrôle
100167,-71.23425311424032,46.82640132804221,"1re, Avenue    /   12e, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100168,-71.23484392496265,46.82705080882257,"1re, Avenue    /   Royal-Roussillon, Rue    /   13e, Rue    --   Québec",Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Brigadier scol.
100169,-71.23548886930189,46.827830854001995,"1re, Avenue    /   Benoît-XV, Boulevard    /   De L'Espinay, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + brigadier scolaire
100170,-71.23621220226774,46.82875287595396,"1re, Avenue    /   Cardinal-Villeneuve, Boulevard    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100171,-71.2369988133844,46.82942322588909,"1re, Avenue    /   Leclerc, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100172,-71.23712343532969,46.82953000208615,"1re, Avenue    /   Carignan-Salières, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100173,-71.2378244874458,46.830076873172395,"1re, Avenue    /   Eugène-Lamontagne, Avenue    /   18e, Rue    --   Québec",Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Brigadier scol.
100174,-71.23831248897287,46.830554546811115,"1re, Avenue    /   Bourdon, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100175,-71.2384159193533,46.83066509281447,"1re, Avenue    /   Hamilton, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100176,-71.23881011868117,46.83107129043034,"1re, Avenue    /   De Gaspé, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100177,-71.23897983269055,46.83125493543856,"1re, Avenue    /   Berthiaume, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100178,-71.23931904405615,46.831577496099676,"1re, Avenue    /   Boisclerc, Rue    --   Québec",Signaux lumineux
100179,-71.23958436902328,46.83185758561127,"1re, Avenue    /   Saint-Adélard, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique
100180,-71.24003988088926,46.83234451991697,"1re, Avenue    /   Alliés, Boulevard des    --   Québec",Signaux lum. + Phase de piéton + Signal sonore
100181,-71.24036101125928,46.832638136049404,"1re, Avenue    /   22e, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
100182,-71.24182401340208,46.83391685433569,"1re, Avenue    /   24e, Rue    --   Québec",Signaux lum. + Phase de piéton + Décompte num. + Signal sonore + Phase de virage à ga.
100183,-71.24316695750024,46.835719940066284,"1re, Avenue    /   Godbout, Rue    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche
100184,-71.24331231271753,46.835927954909025,"1re, Avenue    /   Ormes, Rue des    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche
100185,-71.24371398689655,46.8364247881806,"1re, Avenue    /   Bouleaux Est, Rue des    /   Bouleaux Ouest, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100186,-71.24423196419845,46.83702124533386,"1re, Avenue    /   Chênes Est, Rue des    /   Chênes Ouest, Rue des    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche
100187,-71.24469758256093,46.83756008615511,"1re, Avenue    /   Pins Est, Rue des    /   Pins Ouest, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100188,-71.24515904703274,46.838096496073526,"1re, Avenue    /   Peupliers Est, Rue des    /   Peupliers Ouest, Rue des    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à gauche + brig. sco
100189,-71.24562934782381,46.83861897412937,"1re, Avenue    /   Frênes Est, Rue des    /   Frênes Ouest, Rue des    --   Québec",Arrêts obligatoires sur la rue est-ouest
100190,-71.24611183006533,46.83916460842126,"1re, Avenue    /   Saules Est, Rue des    /   Saules Ouest, Rue des    --   Québec",Signaux lumineux + phase pour piétons avec décompte numérique + phase de virage à Gauche
100191,-71.24662407442402,46.83975127684259,"1re, Avenue    /   De La Colombière Est, Rue    /   De La Colombière Ouest, Rue    --   Québec",Arrêts obligatoires sur la rue est-ouest
